Id,SalePrice
1461,121934.65
1462,165363.53
1463,178197.48
1464,189858.25
1465,177185.53
1466,173145.28
1467,167994.28
1468,163966.45
1469,179040.94
1470,129441.84
1471,183521.22
1472,93897.195
1473,98082.35
1474,155901.25
1475,129216.77
1476,412091.62
1477,262297.5
1478,294304.6
1479,272834.97
1480,468539.97
1481,328471.03
1482,214350.56
1483,167705.22
1484,166439.03
1485,171922.88
1486,194468.69
1487,365845.4
1488,226928.64
1489,213353.23
1490,224902.64
1491,188614.84
1492,88860.43
1493,192696.7
1494,293056.84
1495,267966.94
1496,247476.6
1497,181157.98
1498,162709.84
1499,162733.97
1500,154162.88
1501,183947.45
1502,152338.78
1503,291053.2
1504,234726.31
1505,226253.03
1506,197546.97
1507,242020.56
1508,200666.56
1509,169464.28
1510,152359.67
1511,145848.23
1512,167441.8
1513,143098.02
1514,162459.62
1515,189912.17
1516,160742.72
1517,161884.42
1518,129741.53
1519,228989.42
1520,135199.94
1521,138877.6
1522,161887.2
1523,117131.914
1524,125866.31
1525,125313.555
1526,111814.445
1527,100466.85
1528,131142.61
1529,152970.67
1530,174093.28
1531,95519.195
1532,94586.29
1533,156070.52
1534,119244.555
1535,154706.19
1536,107665.375
1537,78510.19
1538,188058.08
1539,191137.98
1540,93049.13
1541,143531.84
1542,141768.28
1543,225902.66
1544,76924.625
1545,109421.58
1546,131927.55
1547,146123.4
1548,141637.64
1549,118843.62
1550,148107.77
1551,110502.445
1552,133602.12
1553,147333.5
1554,112006.336
1555,163464.69
1556,71553.1
1557,106961.164
1558,94132.72
1559,52099.715
1560,128804.63
1561,149815.31
1562,126446.55
1563,123937.44
1564,160866.12
1565,143630.48
1566,229677.45
1567,80625.086
1568,235264.67
1569,147650.05
1570,127606.09
1571,118613.484
1572,153166.44
1573,251248.86
1574,119560.16
1575,227509.39
1576,225547.36
1577,204733.81
1578,148244.06
1579,148601.08
1580,189978.66
1581,154161.27
1582,130525.42
1583,332485.75
1584,227243.48
1585,140644.67
1586,74507.1
1587,94207.4
