Id,SalePrice
1461,121121.39704984527
1462,157033.45057357952
1463,169818.57078385644
1464,184615.42646681736
1465,192556.17039678723
1466,177667.2457305829
1467,171186.63169206263
1468,163908.7770754544
1469,178655.6031569266
1470,121828.29741637979
1471,198294.51308636917
1472,87129.6936087876
1473,92390.42473068771
1474,151134.2899426883
1475,122920.6541099372
1476,384299.2950763658
1477,249010.13873988116
1478,297830.0814848867
1479,287093.6838651323
1480,462138.8441618575
1481,332989.8115827389
1482,209813.98634035193
1483,170209.38312814265
1484,164081.4774244379
1485,170563.982740337
1486,192571.009053515
1487,384748.6242774562
1488,233544.1858888566
1489,203548.29358956503
1490,213831.7590168918
1491,189522.90257092175
1492,87205.42623593364
1493,187020.04623053214
1494,294200.2955804046
1495,291411.0354675135
1496,229806.12043946516
1497,187872.6223462095
1498,159668.79415605127
1499,159417.30496933
1500,149010.7556643491
1501,161431.19491682824
1502,156140.13980155342
1503,304982.46125941013
1504,230171.99308090203
1505,219996.4072380634
1506,187002.53251511187
1507,244359.75708782978
1508,207383.87424021016
1509,156485.7629739511
1510,138080.54064844557
1511,137803.01159066294
1512,162187.46318441007
1513,149451.90029790936
1514,164653.89559149093
1515,192160.3515099681
1516,168164.43474399968
1517,154386.32418284536
1518,131305.11861984435
1519,217755.82843259693
1520,126278.20500950553
1521,130095.6621927878
1522,173935.90813188325
1523,104534.34721455656
1524,117119.82690709276
1525,118421.07097733015
1526,119451.59716201962
1527,107173.12906379353
1528,121201.6797723036
1529,140439.71850843867
1530,172281.19246523027
1531,117280.63911571664
1532,102409.91998470786
1533,147552.7439744559
1534,117654.8791384213
1535,146653.92075130908
1536,113708.85327299834
1537,75891.83246270547
1538,181336.05523368568
1539,210396.8117302289
1540,92922.82104992459
1541,133409.7141986729
1542,136739.63152981177
1543,209405.17953322604
1544,70581.18231753785
1545,103870.93749885108
1546,132279.1736638593
1547,134346.63106909877
1548,129146.50682057388
1549,114584.02562705398
1550,136161.23382707516
1551,113153.9879124212
1552,133471.9861200224
1553,155755.29288780384
1554,105588.77440737169
1555,171894.510198216
1556,76028.948332651
1557,104336.01004557901
1558,86749.10601586643
1559,92324.76581839549
1560,137239.3619514309
1561,137881.33777117162
1562,119078.58759071103
1563,111289.96984806897
1564,162416.44479658047
1565,138653.87028501742
1566,228874.086240182
1567,74021.08378214754
1568,217301.091527464
1569,138879.52661847346
1570,130514.39187603796
1571,127603.22258420842
1572,143659.5868746373
1573,269439.9826580151
1574,113640.8587616202
1575,214160.757459729
1576,206368.98539565387
1577,196200.77007484352
1578,146261.7946467975
1579,139987.6312452541
1580,199326.91237273047
1581,148628.393906368
1582,125062.13829809813
1583,332894.9355003765
1584,220186.49478041782
1585,136722.42639777958
1586,76028.17835058553
1587,92353.30740163162
1588,140707.460191751
1589,95197.86347330807
1590,131442.92943171118
1591,90573.02473530002
1592,117428.54524039682
1593,131847.9405182956
1594,126678.18717106844
1595,102867.53029985185
1596,237110.12972481293
1597,162511.40012851838
1598,208502.11804641713
1599,195776.6713670287
1600,189470.0337951375
1601,79038.12158640962
1602,112265.82213993288
1603,98694.6181736706
1604,277340.5112773635
1605,238378.08882265975
1606,169818.17860898268
1607,158081.44731172282
1608,215400.70448234858
1609,191608.1765914879
1610,144139.485678487
1611,141893.94974653382
1612,167601.47983497314
1613,160191.1884399923
1614,122818.69639358169
1615,86434.51051912695
1616,69761.28760860978
1617,94696.6551074351
1618,114241.4851995133
1619,138957.46490681462
1620,150926.15816756382
1621,129049.90698580869
1622,130950.88147799062
1623,300695.47489217785
1624,201369.4827848868
1625,121466.18565663711
1626,166039.54269168523
1627,186414.09503648087
1628,273843.9583327536
1629,180557.68201433404
1630,384780.5997260533
1631,221428.78277340592
1632,245659.37591778714
1633,163734.7190724326
1634,180441.64037451768
1635,181214.90613105212
1636,162507.13270467304
1637,177897.57306273613
1638,206082.64797590952
1639,175263.09806469403
1640,242084.86123406535
1641,175861.58580466278
1642,218722.8810361452
1643,220408.45204214266
1644,221081.61489211538
1645,187078.891408988
1646,155961.0552333463
1647,164161.70893755948
1648,126290.81160214095
1649,131554.09101035396
1650,111062.64807388587
1651,114389.92475925069
1652,89804.64791436687
1653,97340.21489161761
1654,146369.7179245479
1655,152461.5000916784
1656,144838.22188713733
1657,147752.66753894996
1658,139208.77416969425
1659,132382.46347623254
1660,144589.10198308597
1661,444301.7416067013
